invoice_id,customer_id,customer_name,invoice_date,due_date,invoice_amount,tax_amount,total_amount,paid_amount,balance_amount,payment_status,payment_date,payment_terms,currency,sales_rep_id,sales_rep_name,reference_number,tax_type
INV0001603,CUST000161,Tata Healthcare Limited,2025-01-23,2025-01-30,1877882.47,338018.84,2215901.31,2215901.31,0.00,Paid,2025-02-28,Net 7,INR,REP000030,Ashok Mishra,PO-105807,GST18
INV0001604,CUST000161,Tata Healthcare Limited,2025-02-26,2025-03-05,516784.31,93021.18,609805.49,0.00,609805.49,Overdue,,Net 7,INR,REP000037,Meena Mishra,PO-109031,GST18
INV0001605,CUST000161,Tata Healthcare Limited,2024-12-06,2024-12-13,1504316.72,180518.01,1684834.73,1684834.73,0.00,Paid,2024-12-16,Net 7,INR,REP000023,Vijay Mishra,PO-588061,GST12
INV0001611,CUST000162,Reliance Healthcare Limited,2024-11-25,2025-01-24,41990.16,5038.82,47028.98,47028.98,0.00,Paid,2025-01-07,Net 60,INR,REP000019,Shalini Gupta,PO-704167,GST12
INV0001612,CUST000162,Reliance Healthcare Limited,2025-02-21,2025-04-22,47127.44,2356.37,49483.81,0.00,49483.81,Unpaid,,Net 60,INR,REP000017,Meena Gupta,PO-902166,GST5
INV0001613,CUST000162,Reliance Healthcare Limited,2024-11-23,2025-01-22,76472.68,13765.08,90237.76,90237.76,0.00,Paid,2025-03-20,Net 60,INR,REP000025,Anil Mishra,PO-889029,GST18
INV0001614,CUST000162,Reliance Healthcare Limited,2024-11-12,2025-01-11,12877.10,643.86,13520.95,13520.95,0.00,Paid,2024-12-01,Net 60,INR,REP000028,Rakesh Mishra,PO-804946,GST5
INV0001621,CUST000163,Infosys Healthcare Limited,2025-04-06,2025-05-21,90210.28,16237.85,106448.13,0.00,106448.13,Unpaid,,Net 45,INR,REP000009,Rajesh Gupta,PO-160467,GST18
INV0001622,CUST000163,Infosys Healthcare Limited,2025-03-08,2025-04-22,28917.89,5205.22,34123.11,34123.11,0.00,Paid,2025-03-11,Net 45,INR,REP000042,Amit Joshi,PO-650044,GST18
INV0001623,CUST000163,Infosys Healthcare Limited,2024-11-17,2025-01-01,50540.97,9097.37,59638.34,59638.34,0.00,Paid,2025-01-25,Net 45,INR,REP000044,Sunil Joshi,PO-591917,GST18
INV0001624,CUST000163,Infosys Healthcare Limited,2025-01-29,2025-03-15,44300.91,7974.16,52275.07,52275.07,0.00,Paid,2025-02-26,Net 45,INR,REP000012,Neha Gupta,PO-364501,GST18
INV0001625,CUST000163,Infosys Healthcare Limited,2025-02-16,2025-04-02,27815.16,3337.82,31152.98,31152.98,0.00,Paid,2025-03-20,Net 45,INR,REP000027,Sanjay Mishra,PO-618513,GST12
INV0001626,CUST000163,Infosys Healthcare Limited,2024-11-16,2024-12-31,17011.71,2041.41,19053.12,19053.12,0.00,Paid,2024-12-06,Net 45,INR,REP000044,Sunil Joshi,PO-371677,GST12
INV0001627,CUST000163,Infosys Healthcare Limited,2024-12-16,2025-01-30,82286.16,23040.12,105326.28,105326.28,0.00,Paid,2025-03-22,Net 45,INR,REP000005,Anil Gupta,PO-384134,GST28
INV0001631,CUST000164,Bharti Healthcare Limited,2024-10-22,2024-12-21,21975.58,3955.60,25931.18,25931.18,0.00,Paid,2024-11-09,Net 60,INR,REP000009,Rajesh Gupta,PO-810501,GST18
INV0001632,CUST000164,Bharti Healthcare Limited,2025-04-05,2025-06-04,80076.01,4003.80,84079.81,40566.45,43513.36,Partial,2025-06-02,Net 60,INR,REP000010,Ashok Gupta,PO-229079,GST5
INV0001633,CUST000164,Bharti Healthcare Limited,2024-11-07,2025-01-06,51281.75,14358.89,65640.64,65640.64,0.00,Paid,2024-12-09,Net 60,INR,REP000035,Sunita Mishra,PO-777111,GST28
INV0001634,CUST000164,Bharti Healthcare Limited,2025-01-09,2025-03-10,87800.59,4390.03,92190.62,92190.62,0.00,Paid,2025-01-25,Net 60,INR,REP000044,Sunil Joshi,PO-397172,GST5
INV0001635,CUST000164,Bharti Healthcare Limited,2024-10-22,2024-12-21,15207.87,4258.20,19466.07,19466.07,0.00,Paid,2025-02-10,Net 60,INR,REP000013,Pooja Gupta,PO-959148,GST28
INV0001636,CUST000164,Bharti Healthcare Limited,2025-01-03,2025-03-04,41353.88,7443.70,48797.58,48797.58,0.00,Paid,2025-01-14,Net 60,INR,REP000005,Anil Gupta,PO-787460,GST18
INV0001641,CUST000165,HDFC Healthcare Limited,2025-02-26,2025-04-27,385492.90,69388.72,454881.62,0.00,454881.62,Unpaid,,Net 60,INR,REP000005,Anil Gupta,PO-456376,GST18
INV0001642,CUST000165,HDFC Healthcare Limited,2024-11-06,2025-01-05,368378.38,18418.92,386797.30,0.00,386797.30,Overdue,,Net 60,INR,REP000014,Rani Gupta,PO-242449,GST5
INV0001643,CUST000165,HDFC Healthcare Limited,2025-01-08,2025-03-09,312732.89,56291.92,369024.81,0.00,369024.81,Overdue,,Net 60,INR,REP000028,Rakesh Mishra,PO-999034,GST18
INV0001644,CUST000165,HDFC Healthcare Limited,2025-03-25,2025-05-24,67347.88,3367.39,70715.27,0.00,70715.27,Unpaid,,Net 60,INR,REP000044,Sunil Joshi,PO-335071,GST5
INV0001645,CUST000165,HDFC Healthcare Limited,2025-02-22,2025-04-23,357846.10,64412.30,422258.40,0.00,422258.40,Unpaid,,Net 60,INR,REP000043,Vijay Joshi,PO-693837,GST18
INV0001646,CUST000165,HDFC Healthcare Limited,2024-12-29,2025-02-27,123349.08,22202.83,145551.91,145551.91,0.00,Paid,2025-02-16,Net 60,INR,REP000035,Sunita Mishra,PO-710457,GST18
INV0001647,CUST000165,HDFC Healthcare Limited,2024-11-09,2025-01-08,321306.13,38556.74,359862.87,0.00,359862.87,Overdue,,Net 60,INR,REP000032,Neha Mishra,PO-959871,GST12
INV0001648,CUST000165,HDFC Healthcare Limited,2024-10-25,2024-12-24,296035.17,53286.33,349321.50,0.00,349321.50,Overdue,,Net 60,INR,REP000028,Rakesh Mishra,PO-688290,GST18
INV0001651,CUST000166,Wipro Healthcare Limited,2025-01-09,2025-02-08,575987.83,69118.54,645106.37,645106.37,0.00,Paid,2025-02-10,Net 30,INR,REP000048,Rakesh Joshi,PO-340908,GST12
INV0001652,CUST000166,Wipro Healthcare Limited,2025-04-15,2025-05-15,1574273.42,283369.22,1857642.64,0.00,1857642.64,Unpaid,,Net 30,INR,REP000031,Priya Mishra,PO-382182,GST18
INV0001653,CUST000166,Wipro Healthcare Limited,2024-12-31,2025-01-30,1788017.38,321843.13,2109860.51,2109860.51,0.00,Paid,2025-01-26,Net 30,INR,REP000007,Sanjay Gupta,PO-558675,GST18
INV0001654,CUST000166,Wipro Healthcare Limited,2024-10-31,2024-11-30,742826.57,207991.44,950818.01,950818.01,0.00,Paid,2025-04-01,Net 30,INR,REP000030,Ashok Mishra,PO-118457,GST28
INV0001655,CUST000166,Wipro Healthcare Limited,2024-11-22,2024-12-22,708952.62,127611.47,836564.09,0.00,836564.09,Overdue,,Net 30,INR,REP000037,Meena Mishra,PO-295375,GST18
INV0001656,CUST000166,Wipro Healthcare Limited,2025-01-11,2025-02-10,1696517.97,203582.16,1900100.13,1900100.13,0.00,Paid,2025-02-06,Net 30,INR,REP000021,Raj Mishra,PO-136682,GST12
INV0001657,CUST000166,Wipro Healthcare Limited,2025-03-14,2025-04-13,1025637.78,184614.80,1210252.58,1210252.58,0.00,Paid,2025-03-24,Net 30,INR,REP000036,Anita Mishra,PO-771399,GST18
INV0001658,CUST000166,Wipro Healthcare Limited,2024-12-21,2025-01-20,1856286.57,334131.58,2190418.15,2190418.15,0.00,Paid,2025-01-03,Net 30,INR,REP000035,Sunita Mishra,PO-146521,GST18
INV0001661,CUST000167,Mahindra Healthcare Limited,2024-11-16,2025-01-15,17763.01,2131.56,19894.57,0.00,19894.57,Overdue,,Net 60,INR,REP000029,Rajesh Mishra,PO-233593,GST12
INV0001662,CUST000167,Mahindra Healthcare Limited,2024-12-25,2025-02-23,44883.60,2244.18,47127.78,47127.78,0.00,Paid,2025-01-09,Net 60,INR,REP000031,Priya Mishra,PO-898517,GST5
INV0001663,CUST000167,Mahindra Healthcare Limited,2025-01-13,2025-03-14,88527.37,24787.66,113315.03,0.00,113315.03,Overdue,,Net 60,INR,REP000009,Rajesh Gupta,PO-305109,GST28
INV0001664,CUST000167,Mahindra Healthcare Limited,2025-02-09,2025-04-10,18069.71,3252.55,21322.26,0.00,21322.26,Overdue,,Net 60,INR,REP000003,Vijay Gupta,PO-359140,GST18
INV0001665,CUST000167,Mahindra Healthcare Limited,2024-12-25,2025-02-23,74608.85,8953.06,83561.91,83561.91,0.00,Paid,2025-02-25,Net 60,INR,REP000007,Sanjay Gupta,PO-939761,GST12
INV0001666,CUST000167,Mahindra Healthcare Limited,2025-03-27,2025-05-26,56696.73,2834.84,59531.57,0.00,59531.57,Unpaid,,Net 60,INR,REP000026,Rahul Mishra,PO-124522,GST5
INV0001667,CUST000167,Mahindra Healthcare Limited,2025-03-03,2025-05-02,35589.46,6406.10,41995.56,0.00,41995.56,Unpaid,,Net 60,INR,REP000049,Rajesh Joshi,PO-310128,GST18
INV0001668,CUST000167,Mahindra Healthcare Limited,2025-03-01,2025-04-30,14304.57,715.23,15019.80,0.00,15019.80,Unpaid,,Net 60,INR,REP000029,Rajesh Mishra,PO-170172,GST5
INV0001671,CUST000168,Birla Healthcare Limited,2025-04-06,2025-05-06,544912.13,98084.18,642996.31,0.00,642996.31,Unpaid,,Net 30,INR,REP000008,Rakesh Gupta,PO-215242,GST18
INV0001672,CUST000168,Birla Healthcare Limited,2025-02-04,2025-03-06,335041.57,40204.99,375246.56,0.00,375246.56,Overdue,,Net 30,INR,REP000011,Priya Gupta,PO-426206,GST12
INV0001673,CUST000168,Birla Healthcare Limited,2024-12-23,2025-01-22,396278.15,71330.07,467608.22,467608.22,0.00,Paid,2025-04-16,Net 30,INR,REP000040,Geeta Mishra,PO-296254,GST18
INV0001674,CUST000168,Birla Healthcare Limited,2025-02-13,2025-03-15,470170.85,23508.54,493679.39,493679.39,0.00,Paid,2025-03-02,Net 30,INR,REP000043,Vijay Joshi,PO-244163,GST5
INV0001675,CUST000168,Birla Healthcare Limited,2025-01-18,2025-02-17,951428.24,114171.39,1065599.63,1065599.63,0.00,Paid,2025-03-27,Net 30,INR,REP000028,Rakesh Mishra,PO-205766,GST12
INV0001676,CUST000168,Birla Healthcare Limited,2024-11-09,2024-12-09,594414.05,106994.53,701408.58,701408.58,0.00,Paid,2025-01-15,Net 30,INR,REP000023,Vijay Mishra,PO-763685,GST18
INV0001677,CUST000168,Birla Healthcare Limited,2024-11-10,2024-12-10,554753.76,66570.45,621324.21,621324.21,0.00,Paid,2025-02-05,Net 30,INR,REP000026,Rahul Mishra,PO-779486,GST12
INV0001678,CUST000168,Birla Healthcare Limited,2025-01-04,2025-02-03,461585.52,83085.39,544670.91,544670.91,0.00,Paid,2025-03-27,Net 30,INR,REP000017,Meena Gupta,PO-604146,GST18
INV0001681,CUST000169,Adani Healthcare Limited,2025-01-21,2025-03-22,417571.51,20878.58,438450.09,438450.09,0.00,Paid,2025-02-09,Net 60,INR,REP000041,Raj Joshi,PO-547982,GST5
INV0001682,CUST000169,Adani Healthcare Limited,2025-03-29,2025-05-28,235864.59,42455.63,278320.22,0.00,278320.22,Unpaid,,Net 60,INR,REP000021,Raj Mishra,PO-632896,GST18
INV0001683,CUST000169,Adani Healthcare Limited,2025-01-03,2025-03-04,399333.50,47920.02,447253.52,447253.52,0.00,Paid,2025-01-29,Net 60,INR,REP000004,Sunil Gupta,PO-133093,GST12
INV0001684,CUST000169,Adani Healthcare Limited,2025-01-03,2025-03-04,198859.90,35794.78,234654.68,234654.68,0.00,Paid,2025-01-10,Net 60,INR,REP000024,Sunil Mishra,PO-417652,GST18
INV0001685,CUST000169,Adani Healthcare Limited,2024-12-18,2025-02-16,328397.29,16419.86,344817.15,344817.15,0.00,Paid,2025-02-22,Net 60,INR,REP000032,Neha Mishra,PO-624421,GST5
INV0001686,CUST000169,Adani Healthcare Limited,2025-01-11,2025-03-12,205688.30,24682.60,230370.90,230370.90,0.00,Paid,2025-02-02,Net 60,INR,REP000031,Priya Mishra,PO-369472,GST12
INV0001687,CUST000169,Adani Healthcare Limited,2025-03-28,2025-05-27,447286.97,125240.35,572527.32,379201.99,193325.33,Partial,2025-04-09,Net 60,INR,REP000009,Rajesh Gupta,PO-824803,GST28
INV0001688,CUST000169,Adani Healthcare Limited,2025-02-03,2025-04-04,69938.78,3496.94,73435.72,0.00,73435.72,Overdue,,Net 60,INR,REP000044,Sunil Joshi,PO-303915,GST5
INV0001691,CUST000170,JSW Healthcare Limited,2024-11-10,2024-12-10,139431.63,39040.86,178472.49,0.00,178472.49,Overdue,,Net 30,INR,REP000037,Meena Mishra,PO-203409,GST28
INV0001692,CUST000170,JSW Healthcare Limited,2024-11-12,2024-12-12,474161.19,85349.01,559510.20,559510.20,0.00,Paid,2024-11-24,Net 30,INR,REP000037,Meena Mishra,PO-169212,GST18
INV0001693,CUST000170,JSW Healthcare Limited,2024-10-31,2024-11-30,129497.74,15539.73,145037.47,0.00,145037.47,Overdue,,Net 30,INR,REP000047,Sanjay Joshi,PO-330161,GST12
INV0001694,CUST000170,JSW Healthcare Limited,2024-12-16,2025-01-15,324487.81,58407.81,382895.62,382895.62,0.00,Paid,2025-02-12,Net 30,INR,REP000038,Kavita Mishra,PO-558386,GST18
INV0001695,CUST000170,JSW Healthcare Limited,2025-01-21,2025-02-20,131085.05,23595.31,154680.36,0.00,154680.36,Overdue,,Net 30,INR,REP000035,Sunita Mishra,PO-354785,GST18
INV0001696,CUST000170,JSW Healthcare Limited,2025-02-24,2025-03-26,396664.79,71399.66,468064.45,468064.45,0.00,Paid,2025-03-03,Net 30,INR,REP000031,Priya Mishra,PO-527204,GST18
INV0001697,CUST000170,JSW Healthcare Limited,2025-02-11,2025-03-13,393179.55,70772.32,463951.87,0.00,463951.87,Overdue,,Net 30,INR,REP000046,Rahul Joshi,PO-454249,GST18
INV0001698,CUST000170,JSW Healthcare Limited,2025-02-12,2025-03-14,213533.65,25624.04,239157.69,239157.69,0.00,Paid,2025-04-15,Net 30,INR,REP000009,Rajesh Gupta,PO-237907,GST12
INV0001701,CUST000171,Godrej Healthcare Limited,2024-11-27,2025-01-11,95982.04,17276.77,113258.81,113258.81,0.00,Paid,2024-12-26,Net 45,INR,REP000026,Rahul Mishra,PO-329194,GST18
INV0001702,CUST000171,Godrej Healthcare Limited,2024-11-09,2024-12-24,446013.41,53521.61,499535.02,0.00,499535.02,Overdue,,Net 45,INR,REP000003,Vijay Gupta,PO-362096,GST12
INV0001703,CUST000171,Godrej Healthcare Limited,2025-01-25,2025-03-11,491048.08,88388.65,579436.73,0.00,579436.73,Overdue,,Net 45,INR,REP000031,Priya Mishra,PO-378872,GST18
INV0001704,CUST000171,Godrej Healthcare Limited,2025-04-05,2025-05-20,245549.32,12277.47,257826.79,0.00,257826.79,Unpaid,,Net 45,INR,REP000050,Ashok Joshi,PO-244709,GST5
INV0001705,CUST000171,Godrej Healthcare Limited,2024-11-01,2024-12-16,163012.60,19561.51,182574.11,0.00,182574.11,Overdue,,Net 45,INR,REP000013,Pooja Gupta,PO-468120,GST12
INV0001711,CUST000172,L&T Healthcare Limited,2025-01-17,2025-02-01,1219983.81,60999.19,1280983.00,0.00,1280983.00,Overdue,,Net 15,INR,REP000002,Amit Gupta,PO-522698,GST5
INV0001712,CUST000172,L&T Healthcare Limited,2024-12-25,2025-01-09,555214.38,99938.59,655152.97,655152.97,0.00,Paid,2025-01-28,Net 15,INR,REP000029,Rajesh Mishra,PO-883824,GST18
INV0001713,CUST000172,L&T Healthcare Limited,2024-12-29,2025-01-13,1100740.97,132088.92,1232829.89,1232829.89,0.00,Paid,2025-01-11,Net 15,INR,REP000011,Priya Gupta,PO-852742,GST12
INV0001721,CUST000173,ICICI Healthcare Limited,2025-03-21,2025-04-20,230459.45,41482.70,271942.15,170091.50,101850.66,Partial,2025-04-18,Net 30,INR,REP000015,Sunita Gupta,PO-991266,GST18
INV0001722,CUST000173,ICICI Healthcare Limited,2024-12-25,2025-01-24,440239.53,79243.12,519482.65,519482.65,0.00,Paid,2025-02-25,Net 30,INR,REP000024,Sunil Mishra,PO-797824,GST18
INV0001723,CUST000173,ICICI Healthcare Limited,2024-11-21,2024-12-21,251052.96,30126.36,281179.32,281179.32,0.00,Paid,2024-12-07,Net 30,INR,REP000020,Geeta Gupta,PO-682029,GST12
INV0001724,CUST000173,ICICI Healthcare Limited,2024-10-24,2024-11-23,331315.33,59636.76,390952.09,390952.09,0.00,Paid,2024-11-24,Net 30,INR,REP000029,Rajesh Mishra,PO-104066,GST18
INV0001731,CUST000174,SBI Healthcare Limited,2025-04-16,2025-05-31,1920759.70,537812.72,2458572.42,1576280.19,882292.23,Partial,2025-05-11,Net 45,INR,REP000026,Rahul Mishra,PO-964433,GST28
INV0001732,CUST000174,SBI Healthcare Limited,2025-04-01,2025-05-16,1666697.09,300005.48,1966702.57,1966702.57,0.00,Paid,2025-04-14,Net 45,INR,REP000004,Sunil Gupta,PO-925368,GST18
INV0001733,CUST000174,SBI Healthcare Limited,2025-02-22,2025-04-08,1285498.18,231389.67,1516887.85,1516887.85,0.00,Paid,2025-03-06,Net 45,INR,REP000050,Ashok Joshi,PO-339621,GST18
INV0001734,CUST000174,SBI Healthcare Limited,2025-02-11,2025-03-28,1619231.68,291461.70,1910693.38,1910693.38,0.00,Paid,2025-02-22,Net 45,INR,REP000021,Raj Mishra,PO-203650,GST18
INV0001735,CUST000174,SBI Healthcare Limited,2025-03-31,2025-05-15,1166320.91,58316.05,1224636.96,1224636.96,0.00,Paid,2025-04-28,Net 45,INR,REP000014,Rani Gupta,PO-942259,GST5
INV0001736,CUST000174,SBI Healthcare Limited,2024-12-20,2025-02-03,632836.52,177194.23,810030.75,810030.75,0.00,Paid,2025-03-11,Net 45,INR,REP000049,Rajesh Joshi,PO-642408,GST28
INV0001737,CUST000174,SBI Healthcare Limited,2024-11-23,2025-01-07,849879.70,42493.99,892373.68,892373.68,0.00,Paid,2024-12-01,Net 45,INR,REP000020,Geeta Gupta,PO-608327,GST5
INV0001741,CUST000175,TCS Healthcare Limited,2025-01-25,2025-03-26,436265.92,21813.30,458079.22,0.00,458079.22,Overdue,,Net 60,INR,REP000002,Amit Gupta,PO-874342,GST5
INV0001742,CUST000175,TCS Healthcare Limited,2025-03-15,2025-05-14,79633.40,14334.01,93967.41,0.00,93967.41,Unpaid,,Net 60,INR,REP000037,Meena Mishra,PO-777618,GST18
INV0001743,CUST000175,TCS Healthcare Limited,2025-01-08,2025-03-09,261316.65,47037.00,308353.65,0.00,308353.65,Overdue,,Net 60,INR,REP000005,Anil Gupta,PO-482174,GST18
INV0001744,CUST000175,TCS Healthcare Limited,2025-03-27,2025-05-26,464029.58,55683.55,519713.13,519713.13,0.00,Paid,2025-05-06,Net 60,INR,REP000003,Vijay Gupta,PO-733442,GST12
INV0001751,CUST000176,Bajaj Healthcare Limited,2024-11-28,2024-12-28,1952860.57,234343.27,2187203.84,0.00,2187203.84,Overdue,,Net 30,INR,REP000029,Rajesh Mishra,PO-331561,GST12
INV0001752,CUST000176,Bajaj Healthcare Limited,2025-04-12,2025-05-12,837591.75,41879.59,879471.34,0.00,879471.34,Unpaid,,Net 30,INR,REP000037,Meena Mishra,PO-769930,GST5
INV0001753,CUST000176,Bajaj Healthcare Limited,2025-02-14,2025-03-16,1682301.55,302814.28,1985115.83,1985115.83,0.00,Paid,2025-04-15,Net 30,INR,REP000019,Shalini Gupta,PO-207271,GST18
INV0001754,CUST000176,Bajaj Healthcare Limited,2025-03-08,2025-04-07,1535069.25,276312.46,1811381.71,1811381.71,0.00,Paid,2025-04-01,Net 30,INR,REP000009,Rajesh Gupta,PO-573016,GST18
INV0001761,CUST000177,HCL Healthcare Limited,2025-01-13,2025-02-27,218242.45,39283.64,257526.09,0.00,257526.09,Overdue,,Net 45,INR,REP000025,Anil Mishra,PO-553367,GST18
INV0001762,CUST000177,HCL Healthcare Limited,2024-12-03,2025-01-17,397511.71,19875.59,417387.30,0.00,417387.30,Overdue,,Net 45,INR,REP000045,Anil Joshi,PO-356437,GST5
INV0001763,CUST000177,HCL Healthcare Limited,2024-11-06,2024-12-21,481705.77,86707.04,568412.81,0.00,568412.81,Overdue,,Net 45,INR,REP000048,Rakesh Joshi,PO-397887,GST18
INV0001764,CUST000177,HCL Healthcare Limited,2025-04-13,2025-05-28,321183.45,38542.01,359725.46,0.00,359725.46,Unpaid,,Net 45,INR,REP000025,Anil Mishra,PO-903004,GST12
INV0001771,CUST000178,Hindustan Healthcare Limited,2025-03-07,2025-04-06,83775.34,15079.56,98854.90,98854.90,0.00,Paid,2025-04-12,Net 30,INR,REP000041,Raj Joshi,PO-708988,GST18
INV0001772,CUST000178,Hindustan Healthcare Limited,2025-01-27,2025-02-26,86247.26,15524.51,101771.77,0.00,101771.77,Overdue,,Net 30,INR,REP000026,Rahul Mishra,PO-306314,GST18
INV0001773,CUST000178,Hindustan Healthcare Limited,2025-04-15,2025-05-15,10593.44,1906.82,12500.26,0.00,12500.26,Unpaid,,Net 30,INR,REP000021,Raj Mishra,PO-229036,GST18
INV0001774,CUST000178,Hindustan Healthcare Limited,2025-02-25,2025-03-27,15436.92,2778.65,18215.57,18215.57,0.00,Paid,2025-03-14,Net 30,INR,REP000004,Sunil Gupta,PO-116361,GST18
INV0001775,CUST000178,Hindustan Healthcare Limited,2025-02-26,2025-03-28,70669.66,3533.48,74203.14,0.00,74203.14,Overdue,,Net 30,INR,REP000036,Anita Mishra,PO-139753,GST5
INV0001781,CUST000179,Indian Healthcare Limited,2025-03-04,2025-04-03,72984.30,8758.12,81742.42,81742.42,0.00,Paid,2025-04-04,Net 30,INR,REP000005,Anil Gupta,PO-701003,GST12
INV0001782,CUST000179,Indian Healthcare Limited,2024-10-23,2024-11-22,52968.14,9534.27,62502.41,62502.41,0.00,Paid,2024-11-13,Net 30,INR,REP000030,Ashok Mishra,PO-631272,GST18
INV0001783,CUST000179,Indian Healthcare Limited,2024-11-28,2024-12-28,53431.96,6411.84,59843.80,59843.80,0.00,Paid,2025-03-09,Net 30,INR,REP000036,Anita Mishra,PO-717457,GST12
INV0001784,CUST000179,Indian Healthcare Limited,2025-03-10,2025-04-09,18255.54,5111.55,23367.09,23367.09,0.00,Paid,2025-03-20,Net 30,INR,REP000019,Shalini Gupta,PO-774422,GST28
INV0001785,CUST000179,Indian Healthcare Limited,2024-12-08,2025-01-07,78665.15,9439.82,88104.97,88104.97,0.00,Paid,2025-01-09,Net 30,INR,REP000047,Sanjay Joshi,PO-311174,GST12
INV0001786,CUST000179,Indian Healthcare Limited,2024-10-21,2024-11-20,15911.49,2864.07,18775.56,18775.56,0.00,Paid,2024-10-27,Net 30,INR,REP000035,Sunita Mishra,PO-670217,GST18
INV0001787,CUST000179,Indian Healthcare Limited,2024-11-05,2024-12-05,54703.36,6564.40,61267.76,0.00,61267.76,Overdue,,Net 30,INR,REP000017,Meena Gupta,PO-273396,GST12
INV0001788,CUST000179,Indian Healthcare Limited,2024-10-31,2024-11-30,79583.33,22283.33,101866.66,101866.66,0.00,Paid,2024-12-08,Net 30,INR,REP000049,Rajesh Joshi,PO-279781,GST28
INV0001791,CUST000180,Tech Healthcare Limited,2024-12-15,2025-01-14,816752.88,147015.52,963768.40,963768.40,0.00,Paid,2025-02-01,Net 30,INR,REP000019,Shalini Gupta,PO-667415,GST18
INV0001792,CUST000180,Tech Healthcare Limited,2025-02-27,2025-03-29,965390.59,48269.53,1013660.12,1013660.12,0.00,Paid,2025-03-28,Net 30,INR,REP000026,Rahul Mishra,PO-934905,GST5
INV0001793,CUST000180,Tech Healthcare Limited,2025-02-19,2025-03-21,1181448.19,212660.67,1394108.86,1394108.86,0.00,Paid,2025-03-16,Net 30,INR,REP000040,Geeta Mishra,PO-409462,GST18
INV0001794,CUST000180,Tech Healthcare Limited,2025-01-07,2025-02-06,470092.53,131625.91,601718.44,601718.44,0.00,Paid,2025-01-13,Net 30,INR,REP000039,Shalini Mishra,PO-538878,GST28
INV0001795,CUST000180,Tech Healthcare Limited,2025-01-18,2025-02-17,1922261.40,346007.05,2268268.45,2268268.45,0.00,Paid,2025-03-30,Net 30,INR,REP000035,Sunita Mishra,PO-827072,GST18
INV0001796,CUST000180,Tech Healthcare Limited,2024-11-15,2024-12-15,633059.62,75967.15,709026.77,0.00,709026.77,Overdue,,Net 30,INR,REP000049,Rajesh Joshi,PO-102278,GST12
INV0001797,CUST000180,Tech Healthcare Limited,2024-11-02,2024-12-02,506548.61,25327.43,531876.04,531876.04,0.00,Paid,2025-02-27,Net 30,INR,REP000040,Geeta Mishra,PO-560671,GST5
INV0001801,CUST000181,Tata Retail Limited,2025-04-16,2025-04-23,213994.03,38518.93,252512.96,0.00,252512.96,Unpaid,,Net 7,INR,REP000006,Rahul Gupta,PO-960795,GST18
INV0001802,CUST000181,Tata Retail Limited,2025-01-25,2025-02-01,117610.40,21169.87,138780.27,0.00,138780.27,Overdue,,Net 7,INR,REP000016,Anita Gupta,PO-674268,GST18
INV0001803,CUST000181,Tata Retail Limited,2025-03-03,2025-03-10,456514.29,22825.71,479340.00,0.00,479340.00,Overdue,,Net 7,INR,REP000001,Raj Gupta,PO-961561,GST5
INV0001804,CUST000181,Tata Retail Limited,2025-02-24,2025-03-03,242353.23,43623.58,285976.81,285976.81,0.00,Paid,2025-03-18,Net 7,INR,REP000008,Rakesh Gupta,PO-298820,GST18
INV0001805,CUST000181,Tata Retail Limited,2025-02-18,2025-02-25,313172.43,37580.69,350753.12,350753.12,0.00,Paid,2025-03-24,Net 7,INR,REP000047,Sanjay Joshi,PO-326777,GST12
INV0001811,CUST000182,Reliance Retail Limited,2025-02-17,2025-03-19,1115025.70,55751.29,1170776.98,0.00,1170776.98,Overdue,,Net 30,INR,REP000003,Vijay Gupta,PO-258420,GST5
INV0001812,CUST000182,Reliance Retail Limited,2024-12-23,2025-01-22,792053.66,221775.02,1013828.68,1013828.68,0.00,Paid,2025-03-29,Net 30,INR,REP000049,Rajesh Joshi,PO-729911,GST28
INV0001813,CUST000182,Reliance Retail Limited,2025-02-26,2025-03-28,1203686.95,60184.35,1263871.30,1263871.30,0.00,Paid,2025-04-10,Net 30,INR,REP000048,Rakesh Joshi,PO-959582,GST5
INV0001814,CUST000182,Reliance Retail Limited,2024-12-06,2025-01-05,866420.79,155955.74,1022376.53,1022376.53,0.00,Paid,2025-01-07,Net 30,INR,REP000006,Rahul Gupta,PO-963557,GST18
INV0001821,CUST000183,Infosys Retail Limited,2025-02-25,2025-03-12,12465.75,3490.41,15956.16,15956.16,0.00,Paid,2025-03-23,Net 15,INR,REP000037,Meena Mishra,PO-909909,GST28
INV0001822,CUST000183,Infosys Retail Limited,2025-03-17,2025-04-01,18000.50,900.03,18900.53,18900.53,0.00,Paid,2025-04-13,Net 15,INR,REP000042,Amit Joshi,PO-698297,GST5
INV0001823,CUST000183,Infosys Retail Limited,2025-03-20,2025-04-04,15003.44,2700.62,17704.06,17704.06,0.00,Paid,2025-04-17,Net 15,INR,REP000018,Kavita Gupta,PO-465996,GST18
INV0001824,CUST000183,Infosys Retail Limited,2025-03-16,2025-03-31,86228.23,10347.39,96575.62,96575.62,0.00,Paid,2025-04-09,Net 15,INR,REP000036,Anita Mishra,PO-398680,GST12
INV0001825,CUST000183,Infosys Retail Limited,2024-11-04,2024-11-19,18300.83,915.04,19215.87,19215.87,0.00,Paid,2025-01-17,Net 15,INR,REP000025,Anil Mishra,PO-796015,GST5
