invoice_id,customer_id,customer_name,invoice_date,due_date,invoice_amount,tax_amount,total_amount,paid_amount,balance_amount,payment_status,payment_date,payment_terms,currency,sales_rep_id,sales_rep_name,reference_number,tax_type
INV0002213,CUST000222,Reliance Telecom Limited,2025-01-12,2025-02-11,1018590.29,183346.25,1201936.54,1201936.54,0.00,Paid,2025-02-04,Net 30,INR,REP000037,Meena Mishra,PO-475831,GST18
INV0002214,CUST000222,Reliance Telecom Limited,2025-03-03,2025-04-02,1926584.74,96329.24,2022913.98,2022913.98,0.00,Paid,2025-03-17,Net 30,INR,REP000032,Neha Mishra,PO-441421,GST5
INV0002221,CUST000223,Infosys Telecom Limited,2025-03-10,2025-03-25,1732988.25,207958.59,1940946.84,0.00,1940946.84,Overdue,,Net 15,INR,REP000045,Anil Joshi,PO-989445,GST12
INV0002222,CUST000223,Infosys Telecom Limited,2025-03-31,2025-04-15,715735.33,128832.36,844567.69,844567.69,0.00,Paid,2025-04-14,Net 15,INR,REP000027,Sanjay Mishra,PO-764139,GST18
INV0002223,CUST000223,Infosys Telecom Limited,2025-03-03,2025-03-18,370651.71,66717.31,437369.02,437369.02,0.00,Paid,2025-03-26,Net 15,INR,REP000041,Raj Joshi,PO-856186,GST18
INV0002224,CUST000223,Infosys Telecom Limited,2025-01-15,2025-01-30,1179159.29,141499.11,1320658.40,1320658.40,0.00,Paid,2025-04-09,Net 15,INR,REP000003,Vijay Gupta,PO-589314,GST12
INV0002231,CUST000224,Bharti Telecom Limited,2025-03-14,2025-04-13,4019784.47,482374.14,4502158.61,4502158.61,0.00,Paid,2025-04-04,Net 30,INR,REP000009,Rajesh Gupta,PO-729547,GST12
INV0002232,CUST000224,Bharti Telecom Limited,2025-01-26,2025-02-25,3793358.42,189667.92,3983026.34,0.00,3983026.34,Overdue,,Net 30,INR,REP000044,Sunil Joshi,PO-229586,GST5
INV0002233,CUST000224,Bharti Telecom Limited,2025-03-11,2025-04-10,501341.65,60161.00,561502.65,561502.65,0.00,Paid,2025-04-07,Net 30,INR,REP000011,Priya Gupta,PO-144882,GST12
INV0002234,CUST000224,Bharti Telecom Limited,2025-03-02,2025-04-01,3109094.36,559636.98,3668731.34,3668731.34,0.00,Paid,2025-03-24,Net 30,INR,REP000036,Anita Mishra,PO-425606,GST18
INV0002235,CUST000224,Bharti Telecom Limited,2024-11-09,2024-12-09,4942177.30,889591.91,5831769.21,5831769.21,0.00,Paid,2025-02-07,Net 30,INR,REP000036,Anita Mishra,PO-627886,GST18
INV0002236,CUST000224,Bharti Telecom Limited,2025-02-06,2025-03-08,634546.36,76145.56,710691.92,710691.92,0.00,Paid,2025-04-01,Net 30,INR,REP000049,Rajesh Joshi,PO-902634,GST12
INV0002237,CUST000224,Bharti Telecom Limited,2024-10-25,2024-11-24,582058.74,29102.94,611161.68,611161.68,0.00,Paid,2024-12-01,Net 30,INR,REP000022,Amit Mishra,PO-241004,GST5
INV0002238,CUST000224,Bharti Telecom Limited,2024-12-28,2025-01-27,4894763.13,587371.58,5482134.71,5482134.71,0.00,Paid,2025-02-10,Net 30,INR,REP000008,Rakesh Gupta,PO-448066,GST12
INV0002241,CUST000225,HDFC Telecom Limited,2025-03-29,2025-05-13,49715.05,5965.81,55680.86,0.00,55680.86,Unpaid,,Net 45,INR,REP000014,Rani Gupta,PO-355426,GST12
INV0002242,CUST000225,HDFC Telecom Limited,2024-11-11,2024-12-26,21488.72,2578.65,24067.37,24067.37,0.00,Paid,2025-02-07,Net 45,INR,REP000027,Sanjay Mishra,PO-643736,GST12
INV0002243,CUST000225,HDFC Telecom Limited,2025-01-03,2025-02-17,12429.43,2237.30,14666.73,14666.73,0.00,Paid,2025-02-07,Net 45,INR,REP000024,Sunil Mishra,PO-457917,GST18
INV0002244,CUST000225,HDFC Telecom Limited,2025-01-02,2025-02-16,88145.93,24680.86,112826.79,112826.79,0.00,Paid,2025-04-05,Net 45,INR,REP000030,Ashok Mishra,PO-307608,GST28
INV0002245,CUST000225,HDFC Telecom Limited,2025-03-28,2025-05-12,49442.58,8899.66,58342.24,0.00,58342.24,Unpaid,,Net 45,INR,REP000027,Sanjay Mishra,PO-479006,GST18
INV0002246,CUST000225,HDFC Telecom Limited,2024-12-13,2025-01-27,12447.18,1493.66,13940.84,13940.84,0.00,Paid,2025-04-12,Net 45,INR,REP000016,Anita Gupta,PO-686818,GST12
INV0002247,CUST000225,HDFC Telecom Limited,2024-12-17,2025-01-31,48527.88,5823.35,54351.23,54351.23,0.00,Paid,2025-02-04,Net 45,INR,REP000039,Shalini Mishra,PO-786927,GST12
INV0002251,CUST000226,Wipro Telecom Limited,2025-02-05,2025-03-07,427504.07,21375.20,448879.27,0.00,448879.27,Overdue,,Net 30,INR,REP000022,Amit Mishra,PO-279882,GST5
INV0002252,CUST000226,Wipro Telecom Limited,2025-01-12,2025-02-11,443620.72,79851.73,523472.45,0.00,523472.45,Overdue,,Net 30,INR,REP000024,Sunil Mishra,PO-312605,GST18
INV0002253,CUST000226,Wipro Telecom Limited,2025-04-12,2025-05-12,154216.57,7710.83,161927.40,0.00,161927.40,Unpaid,,Net 30,INR,REP000026,Rahul Mishra,PO-973775,GST5
INV0002254,CUST000226,Wipro Telecom Limited,2024-11-18,2024-12-18,225375.59,27045.07,252420.66,0.00,252420.66,Overdue,,Net 30,INR,REP000016,Anita Gupta,PO-929647,GST12
INV0002255,CUST000226,Wipro Telecom Limited,2025-02-12,2025-03-14,262287.60,47211.77,309499.37,0.00,309499.37,Overdue,,Net 30,INR,REP000028,Rakesh Mishra,PO-585944,GST18
INV0002256,CUST000226,Wipro Telecom Limited,2025-04-18,2025-05-18,104179.19,12501.50,116680.69,0.00,116680.69,Unpaid,,Net 30,INR,REP000018,Kavita Gupta,PO-737939,GST12
INV0002257,CUST000226,Wipro Telecom Limited,2025-04-08,2025-05-08,479644.23,86335.96,565980.19,565980.19,0.00,Paid,2025-04-27,Net 30,INR,REP000050,Ashok Joshi,PO-118381,GST18
INV0002261,CUST000227,Mahindra Telecom Limited,2025-03-09,2025-03-24,791757.61,39587.88,831345.49,831345.49,0.00,Paid,2025-03-23,Net 15,INR,REP000036,Anita Mishra,PO-143687,GST5
INV0002262,CUST000227,Mahindra Telecom Limited,2024-12-27,2025-01-11,1822583.33,91129.17,1913712.50,0.00,1913712.50,Overdue,,Net 15,INR,REP000047,Sanjay Joshi,PO-715009,GST5
INV0002263,CUST000227,Mahindra Telecom Limited,2024-12-05,2024-12-20,2073611.03,373249.99,2446861.02,2446861.02,0.00,Paid,2025-04-14,Net 15,INR,REP000024,Sunil Mishra,PO-550448,GST18
INV0002264,CUST000227,Mahindra Telecom Limited,2025-03-04,2025-03-19,2878148.27,518066.69,3396214.96,3396214.96,0.00,Paid,2025-04-12,Net 15,INR,REP000024,Sunil Mishra,PO-817848,GST18
INV0002265,CUST000227,Mahindra Telecom Limited,2025-03-06,2025-03-21,3648513.26,437821.59,4086334.85,4086334.85,0.00,Paid,2025-04-12,Net 15,INR,REP000029,Rajesh Mishra,PO-996185,GST12
INV0002266,CUST000227,Mahindra Telecom Limited,2024-12-19,2025-01-03,797782.88,95733.95,893516.83,0.00,893516.83,Overdue,,Net 15,INR,REP000012,Neha Gupta,PO-753842,GST12
INV0002267,CUST000227,Mahindra Telecom Limited,2024-10-23,2024-11-07,734929.67,88191.56,823121.23,823121.23,0.00,Paid,2025-04-15,Net 15,INR,REP000034,Rani Mishra,PO-501001,GST12
INV0002268,CUST000227,Mahindra Telecom Limited,2025-01-11,2025-01-26,1395282.81,251150.91,1646433.72,1646433.72,0.00,Paid,2025-04-05,Net 15,INR,REP000033,Pooja Mishra,PO-233366,GST18
INV0002271,CUST000228,Birla Telecom Limited,2025-02-17,2025-04-18,10801.12,1944.20,12745.32,0.00,12745.32,Unpaid,,Net 60,INR,REP000011,Priya Gupta,PO-942464,GST18
INV0002272,CUST000228,Birla Telecom Limited,2025-02-21,2025-04-22,22521.95,6306.15,28828.10,0.00,28828.10,Unpaid,,Net 60,INR,REP000017,Meena Gupta,PO-813486,GST28
INV0002273,CUST000228,Birla Telecom Limited,2025-02-28,2025-04-29,77600.81,13968.15,91568.96,41333.18,50235.78,Partial,2025-03-23,Net 60,INR,REP000003,Vijay Gupta,PO-541104,GST18
INV0002274,CUST000228,Birla Telecom Limited,2025-01-11,2025-03-12,71813.83,8617.66,80431.49,80431.49,0.00,Paid,2025-03-17,Net 60,INR,REP000022,Amit Mishra,PO-238206,GST12
INV0002275,CUST000228,Birla Telecom Limited,2024-12-16,2025-02-14,49197.54,5903.70,55101.24,0.00,55101.24,Overdue,,Net 60,INR,REP000009,Rajesh Gupta,PO-542468,GST12
INV0002276,CUST000228,Birla Telecom Limited,2025-02-23,2025-04-24,84634.09,4231.70,88865.79,0.00,88865.79,Unpaid,,Net 60,INR,REP000008,Rakesh Gupta,PO-284016,GST5
INV0002277,CUST000228,Birla Telecom Limited,2025-04-17,2025-06-16,58428.81,10517.19,68946.00,68946.00,0.00,Paid,2025-05-06,Net 60,INR,REP000001,Raj Gupta,PO-424503,GST18
INV0002278,CUST000228,Birla Telecom Limited,2024-12-11,2025-02-09,24600.50,4428.09,29028.59,0.00,29028.59,Overdue,,Net 60,INR,REP000041,Raj Joshi,PO-284369,GST18
INV0002281,CUST000229,Adani Telecom Limited,2025-04-08,2025-05-08,49818.53,13949.19,63767.72,31142.79,32624.93,Partial,2025-04-24,Net 30,INR,REP000039,Shalini Mishra,PO-842823,GST28
INV0002282,CUST000229,Adani Telecom Limited,2024-12-08,2025-01-07,89257.36,10710.88,99968.24,0.00,99968.24,Overdue,,Net 30,INR,REP000005,Anil Gupta,PO-351800,GST12
INV0002283,CUST000229,Adani Telecom Limited,2025-03-02,2025-04-01,99437.84,4971.89,104409.73,0.00,104409.73,Overdue,,Net 30,INR,REP000008,Rakesh Gupta,PO-635129,GST5
INV0002284,CUST000229,Adani Telecom Limited,2025-02-05,2025-03-07,56427.30,10156.91,66584.21,66584.21,0.00,Paid,2025-03-07,Net 30,INR,REP000022,Amit Mishra,PO-538768,GST18
INV0002291,CUST000230,JSW Telecom Limited,2024-11-18,2024-12-03,41538.35,7476.90,49015.25,49015.25,0.00,Paid,2024-12-01,Net 15,INR,REP000020,Geeta Gupta,PO-455153,GST18
INV0002292,CUST000230,JSW Telecom Limited,2025-03-05,2025-03-20,12001.60,1440.19,13441.79,13441.79,0.00,Paid,2025-04-17,Net 15,INR,REP000017,Meena Gupta,PO-653656,GST12
INV0002293,CUST000230,JSW Telecom Limited,2025-03-09,2025-03-24,48654.98,5838.60,54493.58,54493.58,0.00,Paid,2025-04-13,Net 15,INR,REP000024,Sunil Mishra,PO-298821,GST12
INV0002301,CUST000231,Godrej Telecom Limited,2025-04-11,2025-05-11,2073392.08,373210.57,2446602.65,2446602.65,0.00,Paid,2025-04-26,COD,INR,REP000013,Pooja Gupta,PO-937382,GST18
INV0002302,CUST000231,Godrej Telecom Limited,2025-02-25,2025-03-27,3751277.27,187563.86,3938841.13,0.00,3938841.13,Overdue,,COD,INR,REP000046,Rahul Joshi,PO-765566,GST5
INV0002303,CUST000231,Godrej Telecom Limited,2025-03-03,2025-04-02,3047229.04,365667.48,3412896.52,3412896.52,0.00,Paid,2025-03-31,COD,INR,REP000039,Shalini Mishra,PO-438616,GST12
INV0002304,CUST000231,Godrej Telecom Limited,2024-10-29,2024-11-28,2491671.01,124583.55,2616254.56,2616254.56,0.00,Paid,2025-03-27,COD,INR,REP000018,Kavita Gupta,PO-625915,GST5
INV0002311,CUST000232,L&T Telecom Limited,2025-03-15,2025-04-14,138335.21,6916.76,145251.97,145251.97,0.00,Paid,2025-04-07,Net 30,INR,REP000039,Shalini Mishra,PO-390333,GST5
INV0002312,CUST000232,L&T Telecom Limited,2025-02-18,2025-03-20,195001.77,23400.21,218401.98,218401.98,0.00,Paid,2025-03-15,Net 30,INR,REP000043,Vijay Joshi,PO-409509,GST12
INV0002313,CUST000232,L&T Telecom Limited,2024-11-10,2024-12-10,222751.80,40095.32,262847.12,262847.12,0.00,Paid,2025-02-19,Net 30,INR,REP000021,Raj Mishra,PO-766557,GST18
INV0002314,CUST000232,L&T Telecom Limited,2024-10-26,2024-11-25,73699.77,13265.96,86965.73,0.00,86965.73,Overdue,,Net 30,INR,REP000015,Sunita Gupta,PO-376968,GST18
INV0002315,CUST000232,L&T Telecom Limited,2025-02-17,2025-03-19,351771.66,98496.06,450267.72,450267.72,0.00,Paid,2025-03-18,Net 30,INR,REP000027,Sanjay Mishra,PO-433519,GST28
INV0002316,CUST000232,L&T Telecom Limited,2025-01-27,2025-02-26,396034.71,47524.17,443558.88,443558.88,0.00,Paid,2025-04-12,Net 30,INR,REP000041,Raj Joshi,PO-992480,GST12
INV0002321,CUST000233,ICICI Telecom Limited,2025-04-02,2025-05-02,430383.92,120507.50,550891.42,0.00,550891.42,Unpaid,,Net 30,INR,REP000047,Sanjay Joshi,PO-282889,GST28
INV0002322,CUST000233,ICICI Telecom Limited,2025-03-01,2025-03-31,202108.84,56590.48,258699.32,258699.32,0.00,Paid,2025-04-16,Net 30,INR,REP000023,Vijay Mishra,PO-260105,GST28
INV0002323,CUST000233,ICICI Telecom Limited,2025-01-08,2025-02-07,87426.25,24479.35,111905.60,111905.60,0.00,Paid,2025-04-11,Net 30,INR,REP000024,Sunil Mishra,PO-324476,GST28
INV0002324,CUST000233,ICICI Telecom Limited,2024-12-12,2025-01-11,361475.90,65065.66,426541.56,426541.56,0.00,Paid,2025-04-04,Net 30,INR,REP000036,Anita Mishra,PO-600022,GST18
INV0002325,CUST000233,ICICI Telecom Limited,2024-11-13,2024-12-13,498397.63,139551.34,637948.97,0.00,637948.97,Overdue,,Net 30,INR,REP000030,Ashok Mishra,PO-879187,GST28
INV0002331,CUST000234,SBI Telecom Limited,2024-10-30,2024-11-29,471896.09,84941.30,556837.39,556837.39,0.00,Paid,2024-12-19,Net 30,INR,REP000003,Vijay Gupta,PO-390742,GST18
INV0002332,CUST000234,SBI Telecom Limited,2024-11-30,2024-12-30,198326.53,23799.18,222125.71,0.00,222125.71,Overdue,,Net 30,INR,REP000045,Anil Joshi,PO-108125,GST12
INV0002333,CUST000234,SBI Telecom Limited,2025-03-10,2025-04-09,286521.90,51573.94,338095.84,338095.84,0.00,Paid,2025-04-06,Net 30,INR,REP000019,Shalini Gupta,PO-787546,GST18
INV0002334,CUST000234,SBI Telecom Limited,2024-11-03,2024-12-03,149725.66,7486.28,157211.94,157211.94,0.00,Paid,2025-02-13,Net 30,INR,REP000042,Amit Joshi,PO-257796,GST5
INV0002341,CUST000235,TCS Telecom Limited,2025-02-20,2025-04-21,1373501.27,247230.23,1620731.50,1620731.50,0.00,Paid,2025-04-09,Net 60,INR,REP000037,Meena Mishra,PO-652891,GST18
INV0002342,CUST000235,TCS Telecom Limited,2024-10-26,2024-12-25,985952.90,118314.35,1104267.25,1104267.25,0.00,Paid,2024-12-07,Net 60,INR,REP000022,Amit Mishra,PO-160246,GST12
INV0002343,CUST000235,TCS Telecom Limited,2025-03-31,2025-05-30,1466939.15,176032.70,1642971.85,1642971.85,0.00,Paid,2025-05-09,Net 60,INR,REP000041,Raj Joshi,PO-900978,GST12
INV0002344,CUST000235,TCS Telecom Limited,2024-11-12,2025-01-11,808555.52,145539.99,954095.51,954095.51,0.00,Paid,2025-04-09,Net 60,INR,REP000049,Rajesh Joshi,PO-816040,GST18
INV0002345,CUST000235,TCS Telecom Limited,2025-01-05,2025-03-06,439183.81,21959.19,461143.00,461143.00,0.00,Paid,2025-03-16,Net 60,INR,REP000047,Sanjay Joshi,PO-919535,GST5
INV0002346,CUST000235,TCS Telecom Limited,2025-02-04,2025-04-05,1518199.81,182183.98,1700383.79,1700383.79,0.00,Paid,2025-02-13,Net 60,INR,REP000027,Sanjay Mishra,PO-302568,GST12
INV0002347,CUST000235,TCS Telecom Limited,2025-01-16,2025-03-17,1167847.38,210212.53,1378059.91,1378059.91,0.00,Paid,2025-02-01,Net 60,INR,REP000035,Sunita Mishra,PO-569181,GST18
INV0002351,CUST000236,Bajaj Telecom Limited,2025-04-04,2025-05-04,364444.05,65599.93,430043.98,430043.98,0.00,Paid,2025-04-07,COD,INR,REP000041,Raj Joshi,PO-802056,GST18
INV0002352,CUST000236,Bajaj Telecom Limited,2025-02-06,2025-03-08,817377.59,40868.88,858246.47,0.00,858246.47,Overdue,,COD,INR,REP000008,Rakesh Gupta,PO-585155,GST5
INV0002353,CUST000236,Bajaj Telecom Limited,2025-01-03,2025-02-02,1918067.12,230168.05,2148235.17,2148235.17,0.00,Paid,2025-01-24,COD,INR,REP000024,Sunil Mishra,PO-672873,GST12
INV0002354,CUST000236,Bajaj Telecom Limited,2025-03-11,2025-04-10,1326048.06,159125.77,1485173.83,0.00,1485173.83,Overdue,,COD,INR,REP000039,Shalini Mishra,PO-910966,GST12
INV0002355,CUST000236,Bajaj Telecom Limited,2024-12-27,2025-01-26,1711509.99,205381.20,1916891.19,1916891.19,0.00,Paid,2025-02-27,COD,INR,REP000022,Amit Mishra,PO-532753,GST12
INV0002356,CUST000236,Bajaj Telecom Limited,2024-12-03,2025-01-02,333368.17,40004.18,373372.35,373372.35,0.00,Paid,2025-01-01,COD,INR,REP000008,Rakesh Gupta,PO-759099,GST12
INV0002361,CUST000237,HCL Telecom Limited,2025-02-23,2025-04-09,2646767.02,741094.77,3387861.79,3387861.79,0.00,Paid,2025-04-13,Net 45,INR,REP000048,Rakesh Joshi,PO-714689,GST28
INV0002362,CUST000237,HCL Telecom Limited,2025-03-29,2025-05-13,3835869.07,690456.43,4526325.50,0.00,4526325.50,Unpaid,,Net 45,INR,REP000002,Amit Gupta,PO-510214,GST18
INV0002363,CUST000237,HCL Telecom Limited,2025-02-11,2025-03-28,4210533.33,210526.67,4421060.00,4421060.00,0.00,Paid,2025-03-18,Net 45,INR,REP000049,Rajesh Joshi,PO-740657,GST5
INV0002364,CUST000237,HCL Telecom Limited,2025-04-04,2025-05-19,1566465.06,78323.25,1644788.31,0.00,1644788.31,Unpaid,,Net 45,INR,REP000041,Raj Joshi,PO-465073,GST5
INV0002365,CUST000237,HCL Telecom Limited,2025-03-27,2025-05-11,4477179.55,805892.32,5283071.87,0.00,5283071.87,Unpaid,,Net 45,INR,REP000041,Raj Joshi,PO-146521,GST18
INV0002366,CUST000237,HCL Telecom Limited,2024-11-10,2024-12-25,2358308.99,282997.08,2641306.07,2641306.07,0.00,Paid,2025-03-07,Net 45,INR,REP000015,Sunita Gupta,PO-900147,GST12
INV0002371,CUST000238,Hindustan Telecom Limited,2024-12-27,2025-01-26,946051.53,113526.18,1059577.71,1059577.71,0.00,Paid,2025-03-10,Net 30,INR,REP000046,Rahul Joshi,PO-535490,GST12
INV0002372,CUST000238,Hindustan Telecom Limited,2024-10-22,2024-11-21,549411.81,98894.13,648305.94,648305.94,0.00,Paid,2024-11-16,Net 30,INR,REP000043,Vijay Joshi,PO-900657,GST18
INV0002373,CUST000238,Hindustan Telecom Limited,2025-02-22,2025-03-24,428610.60,51433.27,480043.87,0.00,480043.87,Overdue,,Net 30,INR,REP000049,Rajesh Joshi,PO-156127,GST12
INV0002374,CUST000238,Hindustan Telecom Limited,2024-11-02,2024-12-02,583943.02,70073.16,654016.18,654016.18,0.00,Paid,2025-01-07,Net 30,INR,REP000049,Rajesh Joshi,PO-581600,GST12
INV0002375,CUST000238,Hindustan Telecom Limited,2025-03-07,2025-04-06,642899.85,32144.99,675044.84,675044.84,0.00,Paid,2025-03-19,Net 30,INR,REP000046,Rahul Joshi,PO-299846,GST5
INV0002376,CUST000238,Hindustan Telecom Limited,2025-01-08,2025-02-07,586108.53,105499.54,691608.07,0.00,691608.07,Overdue,,Net 30,INR,REP000030,Ashok Mishra,PO-160263,GST18
INV0002377,CUST000238,Hindustan Telecom Limited,2024-12-06,2025-01-05,950182.38,47509.12,997691.50,997691.50,0.00,Paid,2025-03-21,Net 30,INR,REP000030,Ashok Mishra,PO-877584,GST5
INV0002381,CUST000239,Indian Telecom Limited,2025-03-13,2025-04-12,487770.98,136575.87,624346.85,624346.85,0.00,Paid,2025-03-23,Net 30,INR,REP000047,Sanjay Joshi,PO-561187,GST28
INV0002382,CUST000239,Indian Telecom Limited,2025-04-02,2025-05-02,474227.65,85360.98,559588.63,0.00,559588.63,Unpaid,,Net 30,INR,REP000014,Rani Gupta,PO-522232,GST18
INV0002383,CUST000239,Indian Telecom Limited,2025-02-03,2025-03-05,662372.28,119227.01,781599.29,0.00,781599.29,Overdue,,Net 30,INR,REP000009,Rajesh Gupta,PO-857191,GST18
INV0002384,CUST000239,Indian Telecom Limited,2025-01-30,2025-03-01,344749.64,17237.48,361987.12,361987.12,0.00,Paid,2025-03-29,Net 30,INR,REP000017,Meena Gupta,PO-717133,GST5
INV0002385,CUST000239,Indian Telecom Limited,2024-11-21,2024-12-21,1419488.81,170338.66,1589827.47,1589827.47,0.00,Paid,2024-11-30,Net 30,INR,REP000036,Anita Mishra,PO-108345,GST12
INV0002391,CUST000240,Tech Telecom Limited,2024-12-26,2025-02-24,323027.98,58145.04,381173.02,381173.02,0.00,Paid,2025-03-27,Net 60,INR,REP000037,Meena Mishra,PO-556891,GST18
INV0002392,CUST000240,Tech Telecom Limited,2025-02-13,2025-04-14,246946.47,29633.58,276580.05,0.00,276580.05,Overdue,,Net 60,INR,REP000006,Rahul Gupta,PO-976143,GST12
INV0002393,CUST000240,Tech Telecom Limited,2025-01-18,2025-03-19,403775.12,113057.03,516832.15,516832.15,0.00,Paid,2025-03-31,Net 60,INR,REP000001,Raj Gupta,PO-243509,GST28
INV0002394,CUST000240,Tech Telecom Limited,2025-04-17,2025-06-16,351146.82,17557.34,368704.16,0.00,368704.16,Unpaid,,Net 60,INR,REP000007,Sanjay Gupta,PO-757797,GST5
INV0002395,CUST000240,Tech Telecom Limited,2024-11-25,2025-01-24,358173.05,17908.65,376081.70,376081.70,0.00,Paid,2024-12-10,Net 60,INR,REP000022,Amit Mishra,PO-799814,GST5
INV0002401,CUST000241,Tata Software Limited,2025-01-19,2025-02-03,398498.82,19924.94,418423.76,0.00,418423.76,Overdue,,Net 15,INR,REP000015,Sunita Gupta,PO-705425,GST5
INV0002402,CUST000241,Tata Software Limited,2025-02-12,2025-02-27,129108.33,23239.50,152347.83,152347.83,0.00,Paid,2025-03-26,Net 15,INR,REP000020,Geeta Gupta,PO-510365,GST18
INV0002403,CUST000241,Tata Software Limited,2024-11-18,2024-12-03,61580.65,3079.03,64659.68,0.00,64659.68,Overdue,,Net 15,INR,REP000010,Ashok Gupta,PO-340830,GST5
INV0002411,CUST000242,Reliance Software Limited,2025-02-07,2025-02-22,204668.52,57307.19,261975.71,261975.71,0.00,Paid,2025-04-06,Net 15,INR,REP000004,Sunil Gupta,PO-195239,GST28
INV0002412,CUST000242,Reliance Software Limited,2025-02-26,2025-03-13,478905.31,23945.27,502850.58,502850.58,0.00,Paid,2025-03-07,Net 15,INR,REP000012,Neha Gupta,PO-403616,GST5
INV0002413,CUST000242,Reliance Software Limited,2024-11-30,2024-12-15,226073.69,40693.26,266766.95,266766.95,0.00,Paid,2025-03-23,Net 15,INR,REP000040,Geeta Mishra,PO-344894,GST18
INV0002414,CUST000242,Reliance Software Limited,2025-04-12,2025-04-27,289021.47,14451.07,303472.54,0.00,303472.54,Unpaid,,Net 15,INR,REP000038,Kavita Mishra,PO-286094,GST5
INV0002415,CUST000242,Reliance Software Limited,2025-03-14,2025-03-29,270538.31,32464.60,303002.91,303002.91,0.00,Paid,2025-04-06,Net 15,INR,REP000015,Sunita Gupta,PO-249476,GST12
INV0002416,CUST000242,Reliance Software Limited,2025-01-05,2025-01-20,55940.84,10069.35,66010.19,66010.19,0.00,Paid,2025-03-30,Net 15,INR,REP000040,Geeta Mishra,PO-400674,GST18
INV0002417,CUST000242,Reliance Software Limited,2025-01-29,2025-02-13,273501.65,49230.30,322731.95,322731.95,0.00,Paid,2025-04-08,Net 15,INR,REP000038,Kavita Mishra,PO-932805,GST18
INV0002418,CUST000242,Reliance Software Limited,2025-04-01,2025-04-16,99062.24,17831.20,116893.44,116893.44,0.00,Paid,2025-04-16,Net 15,INR,REP000026,Rahul Mishra,PO-161120,GST18
INV0002421,CUST000243,Infosys Software Limited,2024-12-20,2025-01-19,47748.98,5729.88,53478.86,53478.86,0.00,Paid,2024-12-26,Net 30,INR,REP000014,Rani Gupta,PO-102282,GST12
INV0002422,CUST000243,Infosys Software Limited,2025-04-10,2025-05-10,88607.06,15949.27,104556.33,0.00,104556.33,Unpaid,,Net 30,INR,REP000022,Amit Mishra,PO-351537,GST18
INV0002423,CUST000243,Infosys Software Limited,2025-01-21,2025-02-20,48209.12,5785.09,53994.21,0.00,53994.21,Overdue,,Net 30,INR,REP000048,Rakesh Joshi,PO-730241,GST12
INV0002424,CUST000243,Infosys Software Limited,2025-03-26,2025-04-25,13127.36,1575.28,14702.64,6201.34,8501.31,Partial,2025-03-31,Net 30,INR,REP000011,Priya Gupta,PO-482386,GST12
INV0002425,CUST000243,Infosys Software Limited,2024-11-12,2024-12-12,16990.96,849.55,17840.51,0.00,17840.51,Overdue,,Net 30,INR,REP000033,Pooja Mishra,PO-286837,GST5
INV0002426,CUST000243,Infosys Software Limited,2025-02-11,2025-03-13,20689.12,2482.69,23171.81,23171.81,0.00,Paid,2025-04-04,Net 30,INR,REP000030,Ashok Mishra,PO-250663,GST12
INV0002427,CUST000243,Infosys Software Limited,2025-03-06,2025-04-05,21366.68,2564.00,23930.68,0.00,23930.68,Overdue,,Net 30,INR,REP000010,Ashok Gupta,PO-372130,GST12
INV0002431,CUST000244,Bharti Software Limited,2025-03-08,2025-05-07,411284.79,74031.26,485316.05,0.00,485316.05,Unpaid,,Net 60,INR,REP000017,Meena Gupta,PO-459791,GST18
INV0002432,CUST000244,Bharti Software Limited,2025-04-02,2025-06-01,322789.49,16139.47,338928.96,0.00,338928.96,Unpaid,,Net 60,INR,REP000005,Anil Gupta,PO-438194,GST5
INV0002433,CUST000244,Bharti Software Limited,2025-01-22,2025-03-23,341291.10,40954.93,382246.03,382246.03,0.00,Paid,2025-02-04,Net 60,INR,REP000021,Raj Mishra,PO-367475,GST12
INV0002434,CUST000244,Bharti Software Limited,2025-03-08,2025-05-07,470151.34,131642.38,601793.72,0.00,601793.72,Unpaid,,Net 60,INR,REP000025,Anil Mishra,PO-535918,GST28
INV0002435,CUST000244,Bharti Software Limited,2025-01-22,2025-03-23,474848.61,23742.43,498591.04,498591.04,0.00,Paid,2025-02-22,Net 60,INR,REP000029,Rajesh Mishra,PO-684758,GST5
INV0002441,CUST000245,HDFC Software Limited,2024-11-21,2025-01-05,54253.52,9765.63,64019.15,64019.15,0.00,Paid,2024-12-14,Net 45,INR,REP000019,Shalini Gupta,PO-797317,GST18
INV0002442,CUST000245,HDFC Software Limited,2025-03-23,2025-05-07,44871.10,8076.80,52947.90,0.00,52947.90,Unpaid,,Net 45,INR,REP000026,Rahul Mishra,PO-510825,GST18
INV0002443,CUST000245,HDFC Software Limited,2025-03-23,2025-05-07,49709.80,5965.18,55674.98,0.00,55674.98,Unpaid,,Net 45,INR,REP000026,Rahul Mishra,PO-543224,GST12
INV0002444,CUST000245,HDFC Software Limited,2025-02-16,2025-04-02,30158.34,5428.50,35586.84,35586.84,0.00,Paid,2025-03-11,Net 45,INR,REP000008,Rakesh Gupta,PO-258888,GST18
INV0002445,CUST000245,HDFC Software Limited,2024-11-28,2025-01-12,87159.44,24404.64,111564.08,111564.08,0.00,Paid,2025-01-14,Net 45,INR,REP000046,Rahul Joshi,PO-996254,GST28
